StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q21,Q21_DO,Q22,Q22_DO,Q23,Q23_DO,Q24,Q24_DO,Q25,Q25_DO,Q26,Q26_DO,Q27,Q27_DO,Q28,Q28_DO,Q29,Q29_DO,Q30,Q30_DO,Q31,Q31_DO,Q32,Q32_DO,Q33,Q33_DO,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q37_DO,Q38,Q38_DO,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q45_DO,Q46,Q46_DO,Q47,Q47_DO,Q48,Q48_DO,Q49,Q49_DO,Q50,Q50_DO,Q51,Q51_DO,Q52,Q52_DO,Q53,Q53_DO,Q54,Q54_DO,Q55,Q55_DO,Q56,Q56_DO,Q10,Q11,Q12,Q13,SC0,PROLIFIC_PID,block_order_1,block_order_2,block_order_3,block_order_4,block_order_5,block_order_6,Block1_DO,Block2_DO,Block3_DO,Block4_DO,Block5_DO,Block6_DO
7/26/2020 9:37:56,7/26/2020 9:42:37,0,85.202.38.83,100,280,1,7/26/2020 9:42:37,R_1NttEOl0YhJYVim,,,,,54.0872039794921875,20.1858062744140625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,4|5|7|1|6,,,,,,,8,8|7|10|9|11,,,,,,,5,7|6|5|1|4,,,,,,,,,,,,4,,,,,,,,,,,5,7|4|1|6|5,,,,,,,,,6,5|4|7|6|1,,,,,2,1,1,3 minutes,5,5c07e12a9ad1090001236fe8,4,6,2,3,5,1,Q26,Q30,Q34,Q42,Q49,Q54
7/26/2020 9:38:15,7/26/2020 9:42:41,0,186.106.7.26,100,266,1,7/26/2020 9:42:42,R_3QLCX8MGQGA3sag,,,,,-33.4512939453125,-70.6652984619140625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,1,7|1|6|5|4,,,,,,,,,,,,,,,,,8,10|8|11|9|7,,,,,5,5|7|4|1|6,,,,,,,,,,,,,,7,,,,,5,7|1|6|4|5,,,,,,,,,,,6,4|7|6|5|1,,,,,,,3,1,6,3,5,5ee7afc384467e05f3cb1ea5,4,3,1,6,2,5,Q22,Q31,Q34,Q44,Q47,Q53
7/26/2020 9:40:31,7/26/2020 9:42:42,0,46.134.21.68,100,131,1,7/26/2020 9:42:42,R_0Op97AESMEeeE1z,,,,,50.2805938720703125,19.022003173828125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,7,5|4|6|7|1,,,,,,,,,,,,,,,,,9,7|9|8|10|11,,,,,,,7,1|6|4|5|7,,,,,,,,,,,,5,,,,,,,6,1|4|7|5|6,,,,,,,,,,,,,,,1,1|5|4|6|7,,,3,1,1,5,0,5b900275c7f479000118c654,2,3,6,4,1,5,Q21,Q30,Q34,Q42,Q47,Q55
7/26/2020 9:38:44,7/26/2020 9:42:43,0,93.37.209.102,100,239,1,7/26/2020 9:42:44,R_3Mg0HR4UQbNV3Ue,,,,,45.4904937744140625,12.24249267578125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,7,6|7|1|5|4,,,,,,,,,,,,,,,9,8|9|7|11|10,,,6,1|5|6|7|4,,,,,,,,,,,,,6,,,,,,5,5|4|7|1|6,,,,,,,,,,,,,,,6,7|6|4|1|5,,,,,3,2,5,4,2,5e618514ab46f20809f2f630,3,1,5,6,2,4,Q23,Q31,Q33,Q41,Q46,Q54
7/26/2020 9:37:34,7/26/2020 9:42:50,0,50.65.94.21,100,315,1,7/26/2020 9:42:50,R_vPvYC2Sf3QtxjUd,,,,,53.5294036865234375,-113.25550079345703125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,4,7|4|5|6|1,,,,,,,,,,,10,11|9|7|8|10,,,5,4|7|5|6|1,,,,,,,,,,,,,,,5,,,,,,,,,,5,6|1|4|5|7,,,,,,,,,,,1,6|5|1|4|7,,,2,2,4,20,2,5c651d9cafd3e20001f5a210,6,2,4,3,1,5,Q25,Q31,Q33,Q43,Q49,Q55
7/26/2020 9:34:44,7/26/2020 9:42:56,0,87.204.120.215,100,491,1,7/26/2020 9:42:56,R_bqMHpdOuAh44Yal,,,,,52.3722991943359375,18.3092041015625,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,,,6,7|4|6|5|1,,,,,,,,,,,,,,,,,,,8,10|7|9|8|11,5,4|1|7|5|6,,,,,,,,,,,12,,,,,,,,,,,,5,4|6|5|1|7,,,,,,,,,,,6,6|4|7|5|1,,,,,3,2,5,~7-8 min.,6,5ed421bae125990b1bd1ba57,6,1,2,5,4,3,Q22,Q32,Q33,Q39,Q48,Q54
7/26/2020 9:38:40,7/26/2020 9:42:57,0,45.72.218.141,100,257,1,7/26/2020 9:42:57,R_08SWagST5Izt6IF,,,,,43.6591033935546875,-79.4626007080078125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,6,7|5|6|1|4,,,,,,,,,,,8,10|7|11|8|9,,,,,,,,,,,,,,,5,5|4|6|7|1,10,,,,,,,,5,6|4|5|1|7,,,,,,,,,,,,,,,6,4|6|1|7|5,,,,,3,2,8,10,5,5e5f0f0da2255725069e61cc,5,6,4,1,2,3,Q24,Q30,Q38,Q39,Q46,Q54
7/26/2020 9:39:56,7/26/2020 9:43:04,0,102.165.236.37,100,188,1,7/26/2020 9:43:04,R_2PyR6syuM5SNHHY,,,,,-33.9257965087890625,18.4259033203125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,4,6|7|4|5|1,,,,,,,,,,,,,8,8|11|9|10|7,,,,,5,5|1|6|4|7,,,,,,,,,,,,,,,,5,,,5,1|7|6|4|5,,,,,,,,,,,,,,,,,6,7|1|4|6|5,,,3,2,6,4,4,5ea9616bb57e4b05bfb0e52c,4,6,1,5,3,2,Q23,Q30,Q33,Q44,Q46,Q55
7/26/2020 9:34:18,7/26/2020 9:43:13,0,95.92.236.160,100,534,1,7/26/2020 9:43:13,R_2ysznVdaZht9aKy,,,,,38.790496826171875,-9.321502685546875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,4,7|6|5|4|1,15,12|13|14|15|1,,,,,,,,,,,7,1|6|7|5|4,,,,,,,,,,,,,,,,6,6,4|7|1|6|5,,,,,,,,,,,,,,,,,,,,,6,5|4|1|6|7,2,2,5,7,1,5e97436c4f02b8081a53d8dd,4,6,3,5,1,2,Q26,Q27,Q33,Q44,Q45,Q56
7/26/2020 9:37:59,7/26/2020 9:43:17,0,93.147.95.18,100,318,1,7/26/2020 9:43:18,R_UY1CpJJc5LfKWaZ,,,,,45.0724945068359375,7.6876983642578125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,6,4|6|1|5|7,,,,,,,,,,,8,10|8|9|7|11,,,,,,,5,5|4|1|7|6,,,,,,,,,12,,,,,,,,,,5,6|7|4|5|1,,,,,,,,,,,,,,,,,6,6|7|1|4|5,2,1,7,5,6,5e8211c3acf2d503662bcaae,2,5,4,1,6,3,Q24,Q30,Q34,Q39,Q47,Q56
7/26/2020 9:35:16,7/26/2020 9:43:20,0,46.151.136.227,100,483,1,7/26/2020 9:43:20,R_YVrdYpPn1gXRsGd,,,,,54.6067962646484375,18.351806640625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,1|7|5|6|4,,,,,,,8,11|8|9|10|7,,,,,,,4,6|5|1|7|4,,,,,,,,,,11,,,,,5,1|6|7|4|5,,,,,,,,,,,6,7|6|5|1|4,,,,,,,,,,,3,1,7,7,5,5e95f879f4d19b04d6187052,5,6,1,4,3,2,Q26,Q30,Q34,Q40,Q45,Q51
7/26/2020 9:40:08,7/26/2020 9:43:21,0,84.108.244.114,100,192,1,7/26/2020 9:43:21,R_3kN6tEd6ebdQIFf,,,,,32.147705078125,34.8506927490234375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,6|5|1|7|4,,,,,,,,,8,8|9|7|10|11,,,,,,,5,5|6|1|4|7,,,,,,,,,,7,,,,,,,,,5,7|4|1|5|6,,,,,,,,,,,,,,,6,1|6|7|5|4,3,1,5,4,6,5eae6d16e48122540aae0643,3,2,6,1,5,4,Q26,Q31,Q35,Q42,Q48,Q56
7/26/2020 9:35:34,7/26/2020 9:43:26,0,85.244.2.253,100,472,1,7/26/2020 9:43:26,R_SNzk4h7ygobyw1j,,,,,38.5251007080078125,-8.887298583984375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,7,6|7|4|5|1,,,,,,,,,,,,,,,,,10,10|7|11|8|9,,,,,,,,,6,5|6|1|4|7,,,,,,,,,,5,,,5,1|7|4|5|6,,,,,,,,,,,,,,,6,4|1|7|5|6,,,,,2,1,2,10,2,5d76c2d935227b0019dc57e8,3,4,5,2,1,6,Q22,Q31,Q36,Q44,Q46,Q54
7/26/2020 9:41:24,7/26/2020 9:43:26,0,151.229.16.201,100,122,1,7/26/2020 9:43:27,R_3siiEGsniLH6qzw,,,,,51.5032958984375,-0.6894073486328125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,4,4|6|1|5|7,,,1,15|1|14|13|12,,,,,,,,,,,,,4,5|7|4|6|1,,,,,,,,,,,,6,,,,,5,7|5|6|1|4,,,,,,,,,,,,,,,,,6,4|7|6|1|5,,,6,2,2,4,2,5d9bb6bb1b7e12033ec4cb15,5,4,2,3,1,6,Q25,Q27,Q34,Q42,Q46,Q55
7/26/2020 9:39:22,7/26/2020 9:43:35,0,5.173.137.107,100,252,1,7/26/2020 9:43:35,R_3NOQw1brscKC2n6,,,,,52.182403564453125,21.0222015380859375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,6,7|5|1|4|6,,,,,,,,,,,,,8,11|8|10|7|9,,,,,,,,,,,,,,,5,7|5|1|4|6,12,,,,,,,,,,,,5,6|4|7|5|1,,,,,,,,,,,6,6|5|7|4|1,,,,,2,1,2,about 5?,6,5f04cbb4e2b984791b535f68,5,6,1,2,4,3,Q23,Q30,Q38,Q39,Q48,Q54
7/26/2020 9:39:05,7/26/2020 9:44:01,0,93.48.58.65,100,295,1,7/26/2020 9:44:01,R_2VwfL9FhAyPl5DH,,,,,40.85260009765625,14.26849365234375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,4,1|4|7|6|5,,,,,,,,,,,,,,,8,8|10|7|11|9,,,,,,,,,,,1,1|4|7|6|5,,,,,,,,7,,,,,,,,,,,5,6|7|4|1|5,,,,,6,6|5|7|1|4,,,,,,,,,3,2,3,5,4,5b4f9c98330053000174d56c,4,6,1,3,5,2,Q22,Q30,Q36,Q42,Q49,Q52
7/26/2020 9:34:26,7/26/2020 9:44:04,0,31.60.78.132,100,578,1,7/26/2020 9:44:04,R_xGIj9wAEkV3R14d,,,,,51.1042938232421875,17.0334930419921875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,6,4|1|6|5|7,,,,,,,,,,,,,11,10|8|9|1|11,,,,,,,,,,,4,1|4|5|6|7,,,,,,,,,6,,,,,,5,1|5|7|6|4,,,,,,,,,6,6|4|5|1|7,,,,,,,,,,,3,2,7,10,3,5d455ef3f1d31800013cfc33,2,4,3,1,6,5,Q22,Q29,Q35,Q41,Q46,Q51
7/26/2020 9:43:07,7/26/2020 9:44:05,0,80.229.16.131,100,58,1,7/26/2020 9:44:05,R_263chfUARIPfsYh,,,,,51.1952972412109375,-0.78680419921875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,1,7|1|5|4|6,,,,,,,,,,,,,,,11,8|9|10|11|1,,,,,,,,,,,1,6|1|5|7|4,,,,,,,,,,,,5,,,1,4|5|1|7|6,,,,,,,,,1,7|6|5|4|1,,,,,,,,,,,4,2,3,3,0,5e60f3c47ff627000e5aee58,2,4,6,1,5,3,Q21,Q29,Q35,Q44,Q46,Q51
7/26/2020 9:39:04,7/26/2020 9:44:05,0,94.63.146.132,100,300,1,7/26/2020 9:44:06,R_1eEroRArQzdqvMR,,,,,38.7174072265625,-9.1320953369140625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,5|6|4|1|7,,,,,,,,,8,10|9|8|11|7,,,5,6|5|4|1|7,,,,,,,,,,,12,,,,,,,,,,,,5,6|5|7|4|1,,,,,,,,,,,6,1|7|5|4|6,,,,,2,1,4,5,6,5d97ba9f9fcbb700151bbec0,1,6,2,3,5,4,Q26,Q31,Q33,Q39,Q48,Q54
7/26/2020 9:43:33,7/26/2020 9:44:07,0,83.8.190.76,100,33,1,7/26/2020 9:44:07,R_eJu1umdyRfklzZD,,,,,54.17559814453125,19.4228973388671875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,6,7|4|6|1|5,,,,,,,11,11|9|10|4|8,,,,,,,,,5,4|7|6|1|5,,,,,,,,,,,,,,5,,,,,,,,,,,6,7|1|5|6|4,,,,,,,1,7|6|1|5|4,,,,,,,1,1,2,4,2,5e7b6353dc81160236a24e36,1,2,4,5,6,3,Q24,Q28,Q33,Q42,Q49,Q53
7/26/2020 9:36:26,7/26/2020 9:44:14,0,213.22.226.73,100,467,1,7/26/2020 9:44:14,R_BDrAC4SwuzmVRwB,,,,,41.2346954345703125,-8.6168060302734375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,5,5|4|7|1|6,,,,,10,1|9|10|8|11,,,,,,,,,,,6,4|6|1|7|5,,,,,,,,,,,1,,4,5|7|4|6|1,,,,,,,,,,,,,,,,,,,,,6,5|6|7|1|4,2,1,2,10,1,5e848d5ec880ee02fbba41b0,1,2,6,4,5,3,Q26,Q29,Q35,Q43,Q45,Q56
7/26/2020 9:37:23,7/26/2020 9:44:21,0,93.71.96.214,100,417,1,7/26/2020 9:44:21,R_W8KRx6kWzf1ctH3,,,,,45.0724945068359375,7.6876983642578125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,5,5|7|6|4|1,,,,,,,,,,,9,10|11|9|8|4,,,,,,,,,6,4|6|1|7|5,,,,,,,,,,,8,,,,,,,,,,,,,,,,1,6|1|5|7|4,,,,,6,7|4|6|5|1,,,,,,,3,1,5,6 minutes,1,5e848a9c952da7000a441eaf,3,1,5,6,2,4,Q22,Q28,Q33,Q39,Q50,Q53
7/26/2020 9:39:45,7/26/2020 9:44:25,0,90.156.121.179,100,280,1,7/26/2020 9:44:25,R_1irIdW3eXgzt8ty,,,,,51.0883026123046875,17.03179931640625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,6,1|5|6|7|4,,,,,12,14|13|1|15|12,,,,,,,,,,,,,,,,,,,,,1,7|5|4|1|6,11,,,,,,5,4|7|1|6|5,,,,,,,,,,,,,,,,,,,,,6,5|1|7|4|6,2,2,3,3,4,5ccc2e86138c2100184c218b,5,1,3,4,2,6,Q24,Q27,Q38,Q39,Q45,Q56
7/26/2020 9:38:14,7/26/2020 9:44:30,0,92.8.154.214,100,376,1,7/26/2020 9:44:30,R_PZCWSHZki7JEeJz,,,,,51.480499267578125,-0.0113067626953125,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,4|1|5|7|6,,,,,8,9|8|10|11|1,,,,,,,,,,,,,4,5|4|6|1|7,,,,,,,,,,4,,,,,5,1|6|7|5|4,,,,,,,,,6,6|1|7|5|4,,,,,,,,,3,2,5,5,4,58962e76215bed0001e4f624,1,2,4,3,5,6,Q26,Q29,Q36,Q44,Q47,Q52
7/26/2020 9:37:58,7/26/2020 9:44:31,0,86.3.109.120,100,393,1,7/26/2020 9:44:31,R_2VxPBowDmnsYrlV,,,,,51.482696533203125,-3.1808013916015625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,6|5|4|7|1,,,,,,,,,8,7|10|8|9|11,,,,,,,,,,,,,5,1|5|4|7|6,,,,7,,,,,5,4|5|6|7|1,,,,,,,,,,,,,,,,,6,5|1|4|6|7,,,3,1,3,6,6,5ebeeee819e5db2afa954e4d,4,2,5,1,3,6,Q26,Q31,Q38,Q42,Q46,Q55
7/26/2020 9:38:43,7/26/2020 9:44:35,0,194.166.244.145,100,352,1,7/26/2020 9:44:35,R_2EbOgkU7GPUvseP,,,,,48.2169036865234375,16.49969482421875,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,,,1,7|1|5|4|6,,,,,,,,,,,,,,,7,8|10|7|11|9,,,,,1,1|6|7|5|4,,,,,,,,,,,10,,,,,,,,,,,,,,4,6|4|7|5|1,,,6,4|5|1|6|7,,,,,,,,,,,4,1,2,36/3,1,5f0f59fa7f396506b1c9d889,1,6,4,2,3,5,Q22,Q30,Q33,Q39,Q49,Q51
7/26/2020 9:34:14,7/26/2020 9:44:38,0,79.52.18.198,100,624,1,7/26/2020 9:44:39,R_Qnxx88RkeFjoIAV,,,,,40.72149658203125,14.5402069091796875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,6,4|5|1|6|7,,,,,,,,,,,,,,,8,8|9|10|11|7,,,,,,,,,,,5,5|4|1|6|7,,,,,,,,,,7,,,5,4|7|1|6|5,,,,,,,,,,,,,,,,,6,7|5|1|6|4,,,2,1,5,8 minutes,6,5ea1f931991e240ff8e3011d,1,5,2,6,3,4,Q22,Q30,Q36,Q44,Q46,Q55
7/26/2020 9:36:48,7/26/2020 9:44:47,0,139.47.71.236,100,478,1,7/26/2020 9:44:47,R_0OpPsSzMD7Mp9df,,,,,40.414306640625,-3.70159912109375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,5,1|4|6|5|7,,,,,,,,,8,8|10|11|4|9,,,,,,,,,,,,,,,1,7|6|5|4|1,,,,,,,,,6,,,,7,5|1|7|4|6,,,,,,,,,6,7|6|5|4|1,,,,,,,,,,,2,2,5,8,2,5aeab425f00c7f00018f74d0,3,1,2,4,5,6,Q23,Q28,Q36,Q43,Q46,Q51
7/26/2020 9:36:35,7/26/2020 9:44:50,0,85.61.105.35,100,494,1,7/26/2020 9:44:50,R_xnrRFfQdZO2IpQR,,,,,41.38909912109375,2.161102294921875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,6,5|1|6|4|7,,,,,,,,,,,,,,,,,,,8,8|10|11|9|7,,,5,4|5|7|6|1,,,,,,,,,,,,,,7,,,5,5|1|4|6|7,,,,,,,,,,,,,,,6,6|7|4|1|5,,,,,,,3,2,5,7,6,5e455ad0703c9403276f7872,4,2,3,6,1,5,Q21,Q31,Q33,Q42,Q45,Q53
7/26/2020 9:42:20,7/26/2020 9:44:50,0,87.75.178.4,100,150,1,7/26/2020 9:44:51,R_vxfOWYURbMyCgoN,,,,,56.016693115234375,-3.61669921875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,6,6|5|1|4|7,,,,,,,,,,,9,10|7|9|11|8,,,,,,,4,1|7|4|5|6,,,,,,,,,,10,,,,,,,,,,,,,5,5|7|1|4|6,,,,,,,6,7|5|4|6|1,,,,,,,4,1,2,4,3,5e0787927bf5720f70a60eb4,4,2,6,3,1,5,Q24,Q30,Q34,Q40,Q49,Q53
7/26/2020 9:41:38,7/26/2020 9:44:51,0,150.143.32.213,100,193,1,7/26/2020 9:44:51,R_3HoCAjZmmamvR2C,,,,,51.480499267578125,-0.0113067626953125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,7|1|6|5|4,14,13|12|14|1|15,,,,,,,,,,,,,,,,,5,6|1|5|4|7,,,,,8,,,,,,,,,,5,5|4|6|7|1,,,,,,,,,,,6,1|5|7|6|4,,,,,,,3,1,2,6,4,5e961f1295b81609367a9c83,1,5,3,2,6,4,Q26,Q27,Q36,Q39,Q47,Q53
7/26/2020 9:40:37,7/26/2020 9:44:51,0,83.81.223.194,100,254,1,7/26/2020 9:44:51,R_6sd9Bj9Qr0YvlPX,,,,,52.1204986572265625,4.649505615234375,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,,,,,,,,,,,6,6|7|4|5|1,12,14|12|1|13|15,,,,,,,,,,,,,,,,,,,5,6|4|1|5|7,,,,,,4,,,5,5|6|1|4|7,,,,,,,,,,,,,,,,,,,,,6,5|1|4|6|7,2,1,2,7,5,5e7b99d461d3e41ae8ad364e,4,2,6,1,5,3,Q26,Q27,Q37,Q42,Q45,Q56
7/26/2020 9:37:58,7/26/2020 9:45:01,0,37.116.160.68,100,423,1,7/26/2020 9:45:01,R_3fw9iNMLUKRLJij,,,,,42.343902587890625,14.1667022705078125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,5,5|4|1|6|7,,,12,13|1|12|14|15,,,,,,,,,,,,,,,,,,,5,6|4|7|5|1,,,,,,7,,,,,,,,,,,5,4|5|7|6|1,,,,,,,,,,,6,7|6|4|1|5,,,3,2,2,5,5,5ef3491c520ed90725687481,2,3,4,5,6,1,Q25,Q27,Q37,Q42,Q49,Q55
7/26/2020 9:39:04,7/26/2020 9:45:06,0,109.50.180.72,100,362,1,7/26/2020 9:45:07,R_3ek11gVeyWpz2ln,,,,,41.4456024169921875,-8.2928924560546875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,4,7|1|4|6|5,,,,,,,,,,,,,,,8,10|11|9|7|8,,,,,,,,,,,6,6|5|1|7|4,,,,,,,6,,,,,,,,,,,,5,7|1|5|6|4,,,,,,,6,1|7|4|5|6,,,,,2,1,3,8,3,5cd18185c497de00161a0e0d,3,2,6,1,4,5,Q23,Q31,Q37,Q43,Q50,Q54
7/26/2020 9:36:47,7/26/2020 9:45:16,0,142.161.95.82,100,509,1,7/26/2020 9:45:16,R_1P1Tw0NGcdGZemM,,,,,49.817901611328125,-97.15350341796875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,,,7,4|7|6|5|1,,,,,,,,,8,11|7|8|10|9,,,,,,,,,,,,,,,5,7|4|1|5|6,,,7,,,,,,,,5,7|6|4|5|1,,,,,,,,,,,,,,,6,5|7|1|6|4,,,2,1,3,7,5,5efe0e8af7e5db2c341d5997,3,5,2,4,1,6,Q25,Q30,Q38,Q41,Q47,Q55
7/26/2020 9:37:10,7/26/2020 9:45:20,0,102.250.2.186,100,490,1,7/26/2020 9:45:21,R_1q3uz4FfVmNXexb,,,,,-25.7570037841796875,28.1443023681640625,anonymous,EN,0.300000000000000000000000000000000000000000000000000000,,,,,5,7|4|1|6|5,,,,,,,,,,,,,,,10,7|11|10|9|8,,,5,4|7|5|1|6,,,,,,,,,,,,,,6,,,,,,,,,7,6|4|7|1|5,,,,,,,6,6|1|5|4|7,,,,,,,,,3,2,5,10,2,5e919c1eee21a74cf6ee3bb5,6,3,2,1,4,5,Q23,Q31,Q33,Q42,Q48,Q52
7/26/2020 9:37:36,7/26/2020 9:45:26,0,86.50.94.75,100,469,1,7/26/2020 9:45:26,R_1jrlmpJrChwSrCc,,,,,60.4600067138671875,22.3119049072265625,anonymous,EN,0.7000000000000000000000000000000000000000000000000000,,,,,5,5|7|6|4|1,,,,,,,,,,,,,,,,,8,9|8|7|11|10,6,4|5|1|6|7,,,,,,,,,,,9,,,,,,,,,,,,5,4|7|5|1|6,,,,,,,,,6,6|1|7|5|4,,,,,,,3,1,7,5,3,57dd2ba08e00270001b435e2,6,3,2,1,5,4,Q23,Q32,Q33,Q39,Q48,Q53
7/26/2020 9:40:27,7/26/2020 9:45:32,0,81.197.109.101,100,304,1,7/26/2020 9:45:32,R_27DX9UyasjybvNq,,,,,63.0944976806640625,21.6309967041015625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,6,5|1|6|4|7,,,,,,,,,,,8,11|8|10|9|1,,,,,,,,,,,5,6|4|7|5|1,,,,,,,12,,,,,,,,,,,,,,5,4|1|6|5|7,,,6,6|7|5|1|4,,,,,,,,,,,3,1,5,5,6,5ea7405befba05108ebec3af,4,6,5,3,2,1,Q23,Q29,Q35,Q39,Q49,Q51
7/26/2020 9:42:18,7/26/2020 9:45:32,0,178.84.179.63,100,194,1,7/26/2020 9:45:32,R_De0SSUQ1pCwmvDP,,,,,51.8394012451171875,4.3556976318359375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,7,6|4|7|5|1,,,,,,,,,,,,,,,,,,,11,9|11|10|8|7,,,,,,,1,6|1|4|5|7,,,,,,8,,,,,,,,,,,7,7|5|1|4|6,,,,,,,6,5|7|4|6|1,,,,,,,,,4,2,3,2,1,5da0bcb78b5d3f001078dcd8,4,5,3,2,6,1,Q22,Q32,Q36,Q40,Q48,Q52
7/26/2020 9:37:32,7/26/2020 9:45:32,0,37.225.52.255,100,480,1,7/26/2020 9:45:32,R_tWnNlkI8nzAjEs1,,,,,52.2393951416015625,21.03619384765625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,6,5|6|1|7|4,,,,,,,,,,,,,11,11|8|4|9|10,,,,,,,,,6,7|4|5|6|1,,,,,,,,,,,,,,4,,,,,6,7|5|1|4|6,,,,,,,,,,,,,,,,,,,6,1|5|4|6|7,2,1,5,10,2,5ec007983a395b058934d62e,5,3,1,2,6,4,Q21,Q28,Q33,Q42,Q46,Q56
7/26/2020 9:37:57,7/26/2020 9:45:35,0,83.8.57.13,100,457,1,7/26/2020 9:45:35,R_2Tza1u0CATAWH2k,,,,,53.42840576171875,14.54730224609375,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,,,7,7|4|5|1|6,,,,,14,12|14|1|13|15,,,,,,,,,,,,,,,,,,,4,6|1|4|7|5,,,,,,4,,,5,6|5|4|1|7,,,,,,,,,,,,,,,,,,,6,4|7|6|5|1,,,2,1,2,about 10,2,5bd1ec5c1ce249000104890b,1,5,2,6,4,3,Q24,Q27,Q37,Q42,Q45,Q55
7/26/2020 9:38:28,7/26/2020 9:45:35,0,86.3.207.242,100,426,1,7/26/2020 9:45:35,R_3gUftpLNDhr8hq6,,,,,51.482696533203125,-3.1808013916015625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,5,5|7|1|6|4,,,,,,,,,,,12,13|14|1|12|15,,,,,,,,,,,4,6|1|5|7|4,,,,,,,,,,,,,,,,6,,,,,,,,,,,5,4|7|6|1|5,,,,,,,6,1|5|6|7|4,,,,,3,2,5,6,3,5bf587d07b47600001769ac4,6,1,2,3,4,5,Q21,Q27,Q33,Q44,Q50,Q54
7/26/2020 9:42:36,7/26/2020 9:45:36,0,87.212.255.13,100,180,1,7/26/2020 9:45:37,R_3iPADmubQzRtZqc,,,,,52.414794921875,4.6493072509765625,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,,,,7,4|7|1|5|6,,,,,,,,,11,10|11|8|9|4,,,,,,,,,6,1|7|6|4|5,,,,,,,,,,,,,5,,,,,,,,5,4|6|5|1|7,,,,,,,,,,,,,,,,,7,7|5|6|1|4,2,2,4,4,1,5e345921b50fca000e8962bb,4,2,1,6,3,5,Q23,Q28,Q33,Q41,Q47,Q56
7/26/2020 9:41:13,7/26/2020 9:45:43,0,68.228.17.84,100,269,1,7/26/2020 9:45:43,R_2WHGoVaMHhKko3R,,,,,30.7617034912109375,-86.5883026123046875,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,7,1|7|5|4|6,,,,,,,,,,,,,,,,,,,8,10|8|7|11|9,,,,,,,,,,,,,4,6|5|7|4|1,,,,,,7,,,,,,,,,5,7|5|6|1|4,,,,,,,,,,,5,7|5|6|1|4,,,2,1,1,5,3,5e3f5c2d8122da1b3e01e53a,3,4,1,6,2,5,Q21,Q31,Q38,Q44,Q49,Q55
